date,gate_value,oil_slope,reason,gate_type,calculation_date
2017-08-17,1.0,0.039543315426018105,oil_contango_strong,oil,2025-11-04
2017-08-18,1.0,0.045912097628694096,oil_contango_strong,oil,2025-11-04
2017-08-21,1.0,0.050964582894336884,oil_contango_strong,oil,2025-11-04
2017-08-22,1.0,0.053634672435987664,oil_contango_strong,oil,2025-11-04
2017-08-23,1.0,0.04814738710350107,oil_contango_strong,oil,2025-11-04
2017-08-24,1.0,0.05572508094482085,oil_contango_strong,oil,2025-11-04
2017-08-25,1.0,0.06835206212901042,oil_contango_strong,oil,2025-11-04
2017-08-28,1.0,0.08085457247965913,oil_contango_strong,oil,2025-11-04
2017-08-29,1.0,0.09076922223196496,oil_contango_strong,oil,2025-11-04
2017-08-30,1.0,0.10785633796323757,oil_contango_strong,oil,2025-11-04
2017-08-31,1.0,0.10243123539947499,oil_contango_strong,oil,2025-11-04
2017-09-01,1.0,0.0990807977992997,oil_contango_strong,oil,2025-11-04
2017-09-05,1.0,0.07997380055763673,oil_contango_strong,oil,2025-11-04
2017-09-06,1.0,0.06451872643492698,oil_contango_strong,oil,2025-11-04
2017-09-07,1.0,0.040648629529621914,oil_contango_strong,oil,2025-11-04
2017-09-08,1.0,0.035578296350673534,oil_contango_strong,oil,2025-11-04
2017-09-11,1.0,0.034334887242095886,oil_contango_strong,oil,2025-11-04
2017-09-12,1.0,0.04151942241050174,oil_contango_strong,oil,2025-11-04
2017-09-13,1.0,0.040076242107716056,oil_contango_strong,oil,2025-11-04
2017-09-14,1.0,0.0453962787398175,oil_contango_strong,oil,2025-11-04
2017-09-15,1.0,0.04423006773433266,oil_contango_strong,oil,2025-11-04
2017-09-18,1.0,0.04026581361600089,oil_contango_strong,oil,2025-11-04
2017-09-19,1.0,0.037580122055134384,oil_contango_strong,oil,2025-11-04
2017-09-20,1.0,0.036242654216468814,oil_contango_strong,oil,2025-11-04
2017-09-21,1.0,0.034096859514434814,oil_contango_strong,oil,2025-11-04
2017-09-22,1.0,0.03251970958572779,oil_contango_strong,oil,2025-11-04
2017-09-25,1.0,0.026353481515891543,oil_contango_strong,oil,2025-11-04
2017-09-26,0.9423352387907493,0.017693409551629978,oil_contango_moderate,oil,2025-11-04
2017-09-27,0.8688037238787348,0.014752148955149393,oil_contango_moderate,oil,2025-11-04
2017-09-28,0.9877896245866636,0.01951158498346655,oil_contango_moderate,oil,2025-11-04
2017-09-29,1.0,0.022677575453717257,oil_contango_strong,oil,2025-11-04
2017-10-02,1.0,0.03576878481488517,oil_contango_strong,oil,2025-11-04
2017-10-03,1.0,0.0496802464875409,oil_contango_strong,oil,2025-11-04
2017-10-04,1.0,0.06684457329996898,oil_contango_strong,oil,2025-11-04
2017-10-05,1.0,0.0769921684565111,oil_contango_strong,oil,2025-11-04
2017-10-06,1.0,0.09997566675559963,oil_contango_strong,oil,2025-11-04
2017-10-09,1.0,0.11576939754550986,oil_contango_strong,oil,2025-11-04
2017-10-10,1.0,0.12351456814165236,oil_contango_strong,oil,2025-11-04
2017-10-11,1.0,0.12816057204028786,oil_contango_strong,oil,2025-11-04
2017-10-12,1.0,0.13336568163471837,oil_contango_strong,oil,2025-11-04
2017-10-13,1.0,0.12170372120207848,oil_contango_strong,oil,2025-11-04
2017-10-16,1.0,0.1056992644829537,oil_contango_strong,oil,2025-11-04
2017-10-17,1.0,0.09571773375571423,oil_contango_strong,oil,2025-11-04
2017-10-18,1.0,0.08474492870434101,oil_contango_strong,oil,2025-11-04
2017-10-19,1.0,0.07966597557455983,oil_contango_strong,oil,2025-11-04
2017-10-20,1.0,0.0766415088310741,oil_contango_strong,oil,2025-11-04
2017-10-23,1.0,0.08094251691687451,oil_contango_strong,oil,2025-11-04
2017-10-24,1.0,0.08904808429332552,oil_contango_strong,oil,2025-11-04
2017-10-25,1.0,0.10399805265791624,oil_contango_strong,oil,2025-11-04
2017-10-26,1.0,0.10652643980770768,oil_contango_strong,oil,2025-11-04
2017-10-27,1.0,0.10376997992510317,oil_contango_strong,oil,2025-11-04
2017-10-30,1.0,0.09638155431990618,oil_contango_strong,oil,2025-11-04
2017-10-31,1.0,0.08631242631833999,oil_contango_strong,oil,2025-11-04
2017-11-01,1.0,0.07432725616097892,oil_contango_strong,oil,2025-11-04
2017-11-02,1.0,0.06335628082042302,oil_contango_strong,oil,2025-11-04
2017-11-03,1.0,0.055669338000359746,oil_contango_strong,oil,2025-11-04
2017-11-06,1.0,0.038657002098677194,oil_contango_strong,oil,2025-11-04
2017-11-07,1.0,0.02505929820291954,oil_contango_strong,oil,2025-11-04
2017-11-08,0.7845715994604269,0.011382863978417073,oil_contango_moderate,oil,2025-11-04
2017-11-09,0.5754928015599259,0.0030197120623970354,oil_contango_moderate,oil,2025-11-04
2017-11-10,0.4256364108855444,-0.002974543564578223,oil_neutral,oil,2025-11-04
2017-11-13,0.5449416696417263,0.0017976667856690498,oil_contango_moderate,oil,2025-11-04
2017-11-14,0.7247208262402626,0.0089888330496105,oil_contango_moderate,oil,2025-11-04
2017-11-15,0.8774834921041299,0.015099339684165197,oil_contango_moderate,oil,2025-11-04
2017-11-16,1.0,0.02008312927706605,oil_contango_strong,oil,2025-11-04
2017-11-17,1.0,0.023333514279186025,oil_contango_strong,oil,2025-11-04
2017-11-20,1.0,0.030656853237746185,oil_contango_strong,oil,2025-11-04
2017-11-21,1.0,0.03115666949942798,oil_contango_strong,oil,2025-11-04
2017-11-22,1.0,0.025163107291276375,oil_contango_strong,oil,2025-11-04
2017-11-24,0.9967483269770486,0.01986993307908195,oil_contango_moderate,oil,2025-11-04
2017-11-27,1.0,0.020720058362281996,oil_contango_strong,oil,2025-11-04
2017-11-28,1.0,0.020518089726721932,oil_contango_strong,oil,2025-11-04
2017-11-29,1.0,0.02645409026757975,oil_contango_strong,oil,2025-11-04
2017-11-30,1.0,0.03552401506693635,oil_contango_strong,oil,2025-11-04
2017-12-01,1.0,0.04462806377200844,oil_contango_strong,oil,2025-11-04
2017-12-04,1.0,0.05488120877073284,oil_contango_strong,oil,2025-11-04
2017-12-05,1.0,0.061678749002648504,oil_contango_strong,oil,2025-11-04
2017-12-06,1.0,0.07175891393806208,oil_contango_strong,oil,2025-11-04
2017-12-07,1.0,0.08413614559912713,oil_contango_strong,oil,2025-11-04
2017-12-08,1.0,0.09553437377690313,oil_contango_strong,oil,2025-11-04
2017-12-11,1.0,0.10051990726212043,oil_contango_strong,oil,2025-11-04
2017-12-12,1.0,0.11209507843360669,oil_contango_strong,oil,2025-11-04
2017-12-13,1.0,0.11635315740537497,oil_contango_strong,oil,2025-11-04
2017-12-14,1.0,0.1179081954429468,oil_contango_strong,oil,2025-11-04
2017-12-15,1.0,0.1186210579846316,oil_contango_strong,oil,2025-11-04
2017-12-18,1.0,0.11970258523429175,oil_contango_strong,oil,2025-11-04
2017-12-19,1.0,0.1163072437962728,oil_contango_strong,oil,2025-11-04
2017-12-20,1.0,0.112652082381925,oil_contango_strong,oil,2025-11-04
2017-12-21,1.0,0.11356850095664428,oil_contango_strong,oil,2025-11-04
2017-12-22,1.0,0.11558818096731209,oil_contango_strong,oil,2025-11-04
2017-12-26,1.0,0.11643276971209156,oil_contango_strong,oil,2025-11-04
2017-12-27,1.0,0.11521284624072795,oil_contango_strong,oil,2025-11-04
2017-12-28,1.0,0.10935857069743027,oil_contango_strong,oil,2025-11-04
2017-12-29,1.0,0.09858420921715069,oil_contango_strong,oil,2025-11-04
2018-01-02,1.0,0.09166610405591678,oil_contango_strong,oil,2025-11-04
2018-01-03,1.0,0.0817246546935713,oil_contango_strong,oil,2025-11-04
2018-01-04,1.0,0.06857903983962554,oil_contango_strong,oil,2025-11-04
2018-01-05,1.0,0.05900885626123402,oil_contango_strong,oil,2025-11-04
2018-01-08,1.0,0.045169282249602614,oil_contango_strong,oil,2025-11-04
2018-01-09,1.0,0.021633270322306615,oil_contango_strong,oil,2025-11-04
2018-01-10,0.37922430439550353,-0.00483102782417986,oil_neutral,oil,2025-11-04
2018-01-11,0.0,-0.02572103389708542,oil_backwardation_strong,oil,2025-11-04
2018-01-12,0.0,-0.047422531721358865,oil_backwardation_strong,oil,2025-11-04
2018-01-16,0.0,-0.05778321577509963,oil_backwardation_strong,oil,2025-11-04
2018-01-17,0.0,-0.06026836289558638,oil_backwardation_strong,oil,2025-11-04
2018-01-18,0.0,-0.05290468040535075,oil_backwardation_strong,oil,2025-11-04
2018-01-19,0.0,-0.04375242582976248,oil_backwardation_strong,oil,2025-11-04
2018-01-22,0.0,-0.034586987318393346,oil_backwardation_strong,oil,2025-11-04
2018-01-23,0.0,-0.03017799081713,oil_backwardation_strong,oil,2025-11-04
2018-01-24,0.0,-0.029150237103828348,oil_backwardation_strong,oil,2025-11-04
2018-01-25,0.0,-0.02819405239603609,oil_backwardation_strong,oil,2025-11-04
2018-01-26,0.0,-0.033605161400894555,oil_backwardation_strong,oil,2025-11-04
2018-01-29,0.0,-0.040568635797601324,oil_backwardation_strong,oil,2025-11-04
2018-01-30,0.0,-0.04652439050806074,oil_backwardation_strong,oil,2025-11-04
2018-01-31,0.0,-0.05111784787978452,oil_backwardation_strong,oil,2025-11-04
2018-02-01,0.0,-0.05600779048844927,oil_backwardation_strong,oil,2025-11-04
2018-02-02,0.0,-0.054996162139467494,oil_backwardation_strong,oil,2025-11-04
2018-02-05,0.0,-0.051598393565226164,oil_backwardation_strong,oil,2025-11-04
2018-02-06,0.0,-0.0508286414955012,oil_backwardation_strong,oil,2025-11-04
2018-02-07,0.0,-0.03927304011118238,oil_backwardation_strong,oil,2025-11-04
2018-02-08,0.0,-0.02870335457609312,oil_backwardation_strong,oil,2025-11-04
2018-02-09,0.13421492866554874,-0.01463140285337805,oil_backwardation_moderate,oil,2025-11-04
2018-02-12,0.4995022829857318,-1.990868057072659e-05,oil_neutral,oil,2025-11-04
2018-02-13,0.9175870641978192,0.016703482567912764,oil_contango_moderate,oil,2025-11-04
2018-02-14,1.0,0.021587007757398344,oil_contango_strong,oil,2025-11-04
2018-02-15,1.0,0.02314801355140182,oil_contango_strong,oil,2025-11-04
2018-02-16,1.0,0.02289690871413606,oil_contango_strong,oil,2025-11-04
2018-02-20,1.0,0.028219864367192527,oil_contango_strong,oil,2025-11-04
2018-02-21,1.0,0.030215566195445936,oil_contango_strong,oil,2025-11-04
2018-02-22,1.0,0.03479811503046595,oil_contango_strong,oil,2025-11-04
2018-02-23,1.0,0.03927674788028786,oil_contango_strong,oil,2025-11-04
2018-02-26,1.0,0.038882095888792545,oil_contango_strong,oil,2025-11-04
2018-02-27,1.0,0.03289839013225317,oil_contango_strong,oil,2025-11-04
2018-02-28,1.0,0.03593354195247483,oil_contango_strong,oil,2025-11-04
2018-03-01,1.0,0.032901224565041014,oil_contango_strong,oil,2025-11-04
2018-03-02,1.0,0.03395454138019703,oil_contango_strong,oil,2025-11-04
2018-03-05,1.0,0.032318954815636805,oil_contango_strong,oil,2025-11-04
2018-03-06,1.0,0.03116335248819343,oil_contango_strong,oil,2025-11-04
2018-03-07,1.0,0.023041039694674338,oil_contango_strong,oil,2025-11-04
2018-03-08,1.0,0.027128362902829904,oil_contango_strong,oil,2025-11-04
2018-03-09,1.0,0.031029966374215106,oil_contango_strong,oil,2025-11-04
2018-03-12,1.0,0.046077036986197625,oil_contango_strong,oil,2025-11-04
2018-03-13,1.0,0.06393594374986622,oil_contango_strong,oil,2025-11-04
2018-03-14,1.0,0.08207710790407025,oil_contango_strong,oil,2025-11-04
2018-03-15,1.0,0.0877801372136858,oil_contango_strong,oil,2025-11-04
2018-03-16,1.0,0.09013986467253639,oil_contango_strong,oil,2025-11-04
2018-03-19,1.0,0.09307894422000271,oil_contango_strong,oil,2025-11-04
2018-03-20,1.0,0.08761347665098883,oil_contango_strong,oil,2025-11-04
2018-03-21,1.0,0.07610302707040754,oil_contango_strong,oil,2025-11-04
2018-03-22,1.0,0.06998270733751324,oil_contango_strong,oil,2025-11-04
2018-03-23,1.0,0.06211878425199454,oil_contango_strong,oil,2025-11-04
2018-03-26,1.0,0.04904548611313838,oil_contango_strong,oil,2025-11-04
2018-03-27,1.0,0.04259510549870129,oil_contango_strong,oil,2025-11-04
2018-03-28,1.0,0.04473766402213573,oil_contango_strong,oil,2025-11-04
2018-03-29,1.0,0.04565511940581538,oil_contango_strong,oil,2025-11-04
2018-04-02,1.0,0.05341954624898757,oil_contango_strong,oil,2025-11-04
2018-04-03,1.0,0.05994759873621347,oil_contango_strong,oil,2025-11-04
2018-04-04,1.0,0.0669395924249904,oil_contango_strong,oil,2025-11-04
2018-04-05,1.0,0.07454426799370198,oil_contango_strong,oil,2025-11-04
2018-04-06,1.0,0.09125085419652715,oil_contango_strong,oil,2025-11-04
2018-04-09,1.0,0.09496226945205763,oil_contango_strong,oil,2025-11-04
2018-04-10,1.0,0.09811773335035569,oil_contango_strong,oil,2025-11-04
2018-04-11,1.0,0.09563742276633548,oil_contango_strong,oil,2025-11-04
2018-04-12,1.0,0.08697673946586294,oil_contango_strong,oil,2025-11-04
2018-04-13,1.0,0.06976215079244648,oil_contango_strong,oil,2025-11-04
2018-04-16,1.0,0.06806388678464649,oil_contango_strong,oil,2025-11-04
2018-04-17,1.0,0.06554214565724036,oil_contango_strong,oil,2025-11-04
2018-04-18,1.0,0.060775901265033114,oil_contango_strong,oil,2025-11-04
2018-04-19,1.0,0.058561004174276995,oil_contango_strong,oil,2025-11-04
2018-04-20,1.0,0.059412301813266365,oil_contango_strong,oil,2025-11-04
2018-04-23,1.0,0.05723370572579926,oil_contango_strong,oil,2025-11-04
2018-04-24,1.0,0.05479209475186721,oil_contango_strong,oil,2025-11-04
2018-04-25,1.0,0.054084682505846624,oil_contango_strong,oil,2025-11-04
2018-04-26,1.0,0.04474220047889786,oil_contango_strong,oil,2025-11-04
2018-04-27,1.0,0.029175587414416025,oil_contango_strong,oil,2025-11-04
2018-04-30,0.8747405263857949,0.014989621055431793,oil_contango_moderate,oil,2025-11-04
2018-05-01,0.5428092219655335,0.0017123688786213373,oil_contango_moderate,oil,2025-11-04
2018-05-02,0.1845163473130962,-0.012619346107476151,oil_backwardation_moderate,oil,2025-11-04
2018-05-03,0.0,-0.022638251505703356,oil_backwardation_strong,oil,2025-11-04
2018-05-04,0.0,-0.030841454063877866,oil_backwardation_strong,oil,2025-11-04
2018-05-07,0.0,-0.04684322101561227,oil_backwardation_strong,oil,2025-11-04
2018-05-08,0.0,-0.0542908124292919,oil_backwardation_strong,oil,2025-11-04
2018-05-09,0.0,-0.06325511635666199,oil_backwardation_strong,oil,2025-11-04
2018-05-10,0.0,-0.0672156764198157,oil_backwardation_strong,oil,2025-11-04
2018-05-11,0.0,-0.06735984217622155,oil_backwardation_strong,oil,2025-11-04
2018-05-14,0.0,-0.06276087697295488,oil_backwardation_strong,oil,2025-11-04
2018-05-15,0.0,-0.06684089013377524,oil_backwardation_strong,oil,2025-11-04
2018-05-16,0.0,-0.06966757053102732,oil_backwardation_strong,oil,2025-11-04
2018-05-17,0.0,-0.07048439385869906,oil_backwardation_strong,oil,2025-11-04
2018-05-18,0.0,-0.07553023399763797,oil_backwardation_strong,oil,2025-11-04
2018-05-21,0.0,-0.08074168759120134,oil_backwardation_strong,oil,2025-11-04
2018-05-22,0.0,-0.08610561393269041,oil_backwardation_strong,oil,2025-11-04
2018-05-23,0.0,-0.07600749606206243,oil_backwardation_strong,oil,2025-11-04
2018-05-24,0.0,-0.06287892863314944,oil_backwardation_strong,oil,2025-11-04
2018-05-25,0.0,-0.02411367772561469,oil_backwardation_strong,oil,2025-11-04
2018-05-29,1.0,0.025200533597103843,oil_contango_strong,oil,2025-11-04
2018-05-30,1.0,0.05825349657145027,oil_contango_strong,oil,2025-11-04
2018-05-31,1.0,0.08748067580192713,oil_contango_strong,oil,2025-11-04
2018-06-01,1.0,0.11446662283898794,oil_contango_strong,oil,2025-11-04
2018-06-04,1.0,0.12206421430836911,oil_contango_strong,oil,2025-11-04
2018-06-05,1.0,0.11331713359572933,oil_contango_strong,oil,2025-11-04
2018-06-06,1.0,0.1259393889108334,oil_contango_strong,oil,2025-11-04
2018-06-07,1.0,0.12875589360680365,oil_contango_strong,oil,2025-11-04
2018-06-08,1.0,0.12956146182250802,oil_contango_strong,oil,2025-11-04
2018-06-11,1.0,0.11366093676034442,oil_contango_strong,oil,2025-11-04
2018-06-12,1.0,0.10239207767436512,oil_contango_strong,oil,2025-11-04
2018-06-13,1.0,0.08770744977767059,oil_contango_strong,oil,2025-11-04
2018-06-14,1.0,0.06745699613480118,oil_contango_strong,oil,2025-11-04
2018-06-15,1.0,0.05138676757357373,oil_contango_strong,oil,2025-11-04
2018-06-18,1.0,0.0468732226511092,oil_contango_strong,oil,2025-11-04
2018-06-19,1.0,0.04842735047680823,oil_contango_strong,oil,2025-11-04
2018-06-20,1.0,0.04853926123889241,oil_contango_strong,oil,2025-11-04
2018-06-21,1.0,0.051383602292948874,oil_contango_strong,oil,2025-11-04
2018-06-22,1.0,0.047163717881344866,oil_contango_strong,oil,2025-11-04
2018-06-25,1.0,0.041945074173993346,oil_contango_strong,oil,2025-11-04
2018-06-26,0.974085712969236,0.018963428518769438,oil_contango_moderate,oil,2025-11-04
2018-06-27,0.07593388569848113,-0.016962644572060755,oil_backwardation_moderate,oil,2025-11-04
2018-06-28,0.0,-0.029876539446978784,oil_backwardation_strong,oil,2025-11-04
2018-06-29,0.0,-0.046413876272888205,oil_backwardation_strong,oil,2025-11-04
2018-07-02,0.0,-0.06368131439330749,oil_backwardation_strong,oil,2025-11-04
2018-07-03,0.0,-0.068130216808522,oil_backwardation_strong,oil,2025-11-04
2018-07-05,0.0,-0.05800791806429576,oil_backwardation_strong,oil,2025-11-04
2018-07-06,0.0,-0.06478440533414163,oil_backwardation_strong,oil,2025-11-04
2018-07-09,0.0,-0.06619510827722593,oil_backwardation_strong,oil,2025-11-04
2018-07-10,0.0,-0.07182146110390034,oil_backwardation_strong,oil,2025-11-04
2018-07-11,0.0,-0.06808296701955614,oil_backwardation_strong,oil,2025-11-04
2018-07-12,0.0,-0.06319654614395032,oil_backwardation_strong,oil,2025-11-04
2018-07-13,0.0,-0.06090960283711031,oil_backwardation_strong,oil,2025-11-04
2018-07-16,0.0,-0.051491953054457154,oil_backwardation_strong,oil,2025-11-04
2018-07-17,0.0,-0.040790407011476036,oil_backwardation_strong,oil,2025-11-04
2018-07-18,0.0,-0.04011513373624222,oil_backwardation_strong,oil,2025-11-04
2018-07-19,0.0,-0.04257169429074805,oil_backwardation_strong,oil,2025-11-04
2018-07-20,0.0,-0.04276602284833778,oil_backwardation_strong,oil,2025-11-04
2018-07-23,0.0,-0.04101502147488998,oil_backwardation_strong,oil,2025-11-04
2018-07-24,0.0,-0.040565062475137734,oil_backwardation_strong,oil,2025-11-04
2018-07-25,0.0,-0.03647644311337626,oil_backwardation_strong,oil,2025-11-04
2018-07-26,0.0,-0.03167383403093402,oil_backwardation_strong,oil,2025-11-04
2018-07-27,0.07449472750627817,-0.017020210899748874,oil_backwardation_moderate,oil,2025-11-04
2018-07-30,0.0,-0.022756682053608895,oil_backwardation_strong,oil,2025-11-04
2018-07-31,0.12307480793544277,-0.01507700768258229,oil_backwardation_moderate,oil,2025-11-04
2018-08-01,0.36904037131595496,-0.005238385147361802,oil_neutral,oil,2025-11-04
2018-08-02,0.5648831473527723,0.002595325894110893,oil_contango_moderate,oil,2025-11-04
2018-08-03,0.5665800022796396,0.002663200091185584,oil_contango_moderate,oil,2025-11-04
2018-08-06,0.7295166029327173,0.009180664117308692,oil_contango_moderate,oil,2025-11-04
2018-08-07,0.645518333816673,0.005820733352666923,oil_contango_moderate,oil,2025-11-04
2018-08-08,0.600660450749074,0.004026418029962965,oil_contango_moderate,oil,2025-11-04
2018-08-09,0.591501860355114,0.003660074414204559,oil_contango_moderate,oil,2025-11-04
2018-08-10,0.6186493700487101,0.004745974801948408,oil_contango_moderate,oil,2025-11-04
2018-08-13,0.873804675917318,0.01495218703669272,oil_contango_moderate,oil,2025-11-04
2018-08-14,1.0,0.023538465594277795,oil_contango_strong,oil,2025-11-04
2018-08-15,1.0,0.0331354915934983,oil_contango_strong,oil,2025-11-04
2018-08-16,1.0,0.04137257709195049,oil_contango_strong,oil,2025-11-04
2018-08-17,1.0,0.04835496842806185,oil_contango_strong,oil,2025-11-04
2018-08-20,1.0,0.05285059410936547,oil_contango_strong,oil,2025-11-04
2018-08-21,1.0,0.05844621052907291,oil_contango_strong,oil,2025-11-04
2018-08-22,1.0,0.05512403574739962,oil_contango_strong,oil,2025-11-04
2018-08-23,1.0,0.0565334228310877,oil_contango_strong,oil,2025-11-04
2018-08-24,1.0,0.05516806884991423,oil_contango_strong,oil,2025-11-04
2018-08-27,1.0,0.04782496047156519,oil_contango_strong,oil,2025-11-04
2018-08-28,1.0,0.048196940974512575,oil_contango_strong,oil,2025-11-04
2018-08-29,1.0,0.04948980774434232,oil_contango_strong,oil,2025-11-04
2018-08-30,1.0,0.05220461037778397,oil_contango_strong,oil,2025-11-04
2018-08-31,1.0,0.056852716432601424,oil_contango_strong,oil,2025-11-04
2018-09-04,1.0,0.06926985620855078,oil_contango_strong,oil,2025-11-04
2018-09-05,1.0,0.07539020516428638,oil_contango_strong,oil,2025-11-04
2018-09-06,1.0,0.08442542903133846,oil_contango_strong,oil,2025-11-04
2018-09-07,1.0,0.08916089059029161,oil_contango_strong,oil,2025-11-04
2018-09-10,1.0,0.09583576466006985,oil_contango_strong,oil,2025-11-04
2018-09-11,1.0,0.08821546862555614,oil_contango_strong,oil,2025-11-04
2018-09-12,1.0,0.07317885693268293,oil_contango_strong,oil,2025-11-04
2018-09-13,1.0,0.06234753394696095,oil_contango_strong,oil,2025-11-04
2018-09-14,1.0,0.05132781855818036,oil_contango_strong,oil,2025-11-04
2018-09-17,1.0,0.03833476450005323,oil_contango_strong,oil,2025-11-04
2018-09-18,1.0,0.026419602922224072,oil_contango_strong,oil,2025-11-04
2018-09-19,0.9455172455322347,0.01782068982128939,oil_contango_moderate,oil,2025-11-04
2018-09-20,0.6269579863050168,0.005078319452200671,oil_contango_moderate,oil,2025-11-04
2018-09-21,0.31018824382664373,-0.007592470246934252,oil_neutral,oil,2025-11-04
2018-09-24,0.0,-0.034916869093898274,oil_backwardation_strong,oil,2025-11-04
2018-09-25,0.0,-0.05286748114921781,oil_backwardation_strong,oil,2025-11-04
2018-09-26,0.0,-0.059737340596691724,oil_backwardation_strong,oil,2025-11-04
2018-09-27,0.0,-0.06793330304796548,oil_backwardation_strong,oil,2025-11-04
2018-09-28,0.0,-0.08039457514565092,oil_backwardation_strong,oil,2025-11-04
2018-10-01,0.0,-0.08637317938259195,oil_backwardation_strong,oil,2025-11-04
2018-10-02,0.0,-0.09394632760190391,oil_backwardation_strong,oil,2025-11-04
2018-10-03,0.0,-0.11350743451634945,oil_backwardation_strong,oil,2025-11-04
2018-10-04,0.0,-0.1311752775661969,oil_backwardation_strong,oil,2025-11-04
2018-10-05,0.0,-0.14433816763503285,oil_backwardation_strong,oil,2025-11-04
2018-10-08,0.0,-0.15256255159468052,oil_backwardation_strong,oil,2025-11-04
2018-10-09,0.0,-0.16173539025490496,oil_backwardation_strong,oil,2025-11-04
2018-10-10,0.0,-0.16249113274741786,oil_backwardation_strong,oil,2025-11-04
2018-10-11,0.0,-0.16245641009667283,oil_backwardation_strong,oil,2025-11-04
2018-10-12,0.0,-0.16483013472535096,oil_backwardation_strong,oil,2025-11-04
2018-10-15,0.0,-0.1773474525055684,oil_backwardation_strong,oil,2025-11-04
2018-10-16,0.0,-0.18581204918232785,oil_backwardation_strong,oil,2025-11-04
2018-10-17,0.0,-0.1895889448001558,oil_backwardation_strong,oil,2025-11-04
2018-10-18,0.0,-0.1945880259329385,oil_backwardation_strong,oil,2025-11-04
2018-10-19,0.0,-0.19691374802959055,oil_backwardation_strong,oil,2025-11-04
2018-10-22,0.0,-0.19759073982041328,oil_backwardation_strong,oil,2025-11-04
2018-10-23,0.0,-0.19007884525588567,oil_backwardation_strong,oil,2025-11-04
2018-10-24,0.0,-0.19759419596954803,oil_backwardation_strong,oil,2025-11-04
2018-10-25,0.0,-0.20962128590333987,oil_backwardation_strong,oil,2025-11-04
2018-10-26,0.0,-0.2267688056006641,oil_backwardation_strong,oil,2025-11-04
2018-10-29,0.0,-0.22735181115053207,oil_backwardation_strong,oil,2025-11-04
2018-10-30,0.0,-0.2375552600816774,oil_backwardation_strong,oil,2025-11-04
2018-10-31,0.0,-0.22994104702383492,oil_backwardation_strong,oil,2025-11-04
2018-11-01,0.0,-0.21539276104881155,oil_backwardation_strong,oil,2025-11-04
2018-11-02,0.0,-0.19674969200722875,oil_backwardation_strong,oil,2025-11-04
2018-11-05,0.0,-0.1870536475148617,oil_backwardation_strong,oil,2025-11-04
2018-11-06,0.0,-0.17075843765664184,oil_backwardation_strong,oil,2025-11-04
2018-11-07,0.0,-0.16743027015473766,oil_backwardation_strong,oil,2025-11-04
2018-11-08,0.0,-0.16442016438498624,oil_backwardation_strong,oil,2025-11-04
2018-11-09,0.0,-0.16161729531237695,oil_backwardation_strong,oil,2025-11-04
2018-11-12,0.0,-0.14885176297710276,oil_backwardation_strong,oil,2025-11-04
2018-11-13,0.0,-0.13431818006314958,oil_backwardation_strong,oil,2025-11-04
2018-11-14,0.0,-0.12253753711862272,oil_backwardation_strong,oil,2025-11-04
2018-11-15,0.0,-0.1292894843670014,oil_backwardation_strong,oil,2025-11-04
2018-11-16,0.0,-0.12908579822306782,oil_backwardation_strong,oil,2025-11-04
2018-11-19,0.0,-0.14546722297692818,oil_backwardation_strong,oil,2025-11-04
2018-11-20,0.0,-0.15976189467613197,oil_backwardation_strong,oil,2025-11-04
2018-11-21,0.0,-0.16787872526125885,oil_backwardation_strong,oil,2025-11-04
2018-11-26,0.0,-0.1584078316006138,oil_backwardation_strong,oil,2025-11-04
2018-11-27,0.0,-0.15221871024795916,oil_backwardation_strong,oil,2025-11-04
2018-11-28,0.0,-0.12689282419435857,oil_backwardation_strong,oil,2025-11-04
2018-11-29,0.0,-0.11453197780352058,oil_backwardation_strong,oil,2025-11-04
2018-11-30,0.0,-0.0956600212013536,oil_backwardation_strong,oil,2025-11-04
2018-12-03,0.0,-0.0863124493481643,oil_backwardation_strong,oil,2025-11-04
2018-12-04,0.0,-0.07594558716627181,oil_backwardation_strong,oil,2025-11-04
2018-12-05,0.0,-0.06267329203592974,oil_backwardation_strong,oil,2025-11-04
2018-12-06,0.0,-0.04161369595888055,oil_backwardation_strong,oil,2025-11-04
2018-12-07,0.0,-0.03472304007691666,oil_backwardation_strong,oil,2025-11-04
2018-12-10,0.0020236836063049386,-0.019919052655747803,oil_backwardation_moderate,oil,2025-11-04
2018-12-11,0.3576457935205737,-0.0056941682591770525,oil_neutral,oil,2025-11-04
2018-12-12,0.5022698323577456,9.07932943098204e-05,oil_contango_moderate,oil,2025-11-04
2018-12-13,0.3352898328541287,-0.0065884066858348505,oil_neutral,oil,2025-11-04
2018-12-14,0.6886327483214267,0.007545309932857069,oil_contango_moderate,oil,2025-11-04
2018-12-17,1.0,0.02172643623953278,oil_contango_strong,oil,2025-11-04
2018-12-18,1.0,0.04855236867388267,oil_contango_strong,oil,2025-11-04
2018-12-19,1.0,0.0652444396525718,oil_contango_strong,oil,2025-11-04
2018-12-20,1.0,0.10308375046279594,oil_contango_strong,oil,2025-11-04
2018-12-21,1.0,0.12220415513676164,oil_contango_strong,oil,2025-11-04
2018-12-26,1.0,0.14153799789266794,oil_contango_strong,oil,2025-11-04
2018-12-27,1.0,0.15774634084536568,oil_contango_strong,oil,2025-11-04
2018-12-28,1.0,0.1754729439485423,oil_contango_strong,oil,2025-11-04
