date,ticker,signal_12m,signal_type,calculation_date
2010-05-03 16:00:00,EWJ,0.29190856821501504,12m_minus_1,2025-10-30
2010-05-03 16:00:00,FEZ,0.3960570418200974,12m_minus_1,2025-10-30
2010-05-03 16:00:00,SPY,0.4069648313214435,12m_minus_1,2025-10-30
2010-05-04 16:00:00,EWJ,0.29190856821501504,12m_minus_1,2025-10-30
2010-05-04 16:00:00,FEZ,0.3960570418200974,12m_minus_1,2025-10-30
2010-05-04 16:00:00,SPY,0.4069648313214435,12m_minus_1,2025-10-30
2010-05-05 16:00:00,EWJ,0.29190856821501504,12m_minus_1,2025-10-30
2010-05-05 16:00:00,FEZ,0.3960570418200974,12m_minus_1,2025-10-30
2010-05-05 16:00:00,SPY,0.4069648313214435,12m_minus_1,2025-10-30
2010-05-06 16:00:00,EWJ,0.29190856821501504,12m_minus_1,2025-10-30
2010-05-06 16:00:00,FEZ,0.3960570418200974,12m_minus_1,2025-10-30
2010-05-06 16:00:00,SPY,0.4069648313214435,12m_minus_1,2025-10-30
2010-05-07 16:00:00,EWJ,0.29190856821501504,12m_minus_1,2025-10-30
2010-05-07 16:00:00,FEZ,0.3960570418200974,12m_minus_1,2025-10-30
2010-05-07 16:00:00,SPY,0.4069648313214435,12m_minus_1,2025-10-30
2010-05-10 16:00:00,EWJ,0.29190856821501504,12m_minus_1,2025-10-30
2010-05-10 16:00:00,FEZ,0.3960570418200974,12m_minus_1,2025-10-30
2010-05-10 16:00:00,SPY,0.4069648313214435,12m_minus_1,2025-10-30
2010-05-11 16:00:00,EWJ,0.29190856821501504,12m_minus_1,2025-10-30
2010-05-11 16:00:00,FEZ,0.3960570418200974,12m_minus_1,2025-10-30
2010-05-11 16:00:00,SPY,0.4069648313214435,12m_minus_1,2025-10-30
2010-05-12 16:00:00,EWJ,0.29190856821501504,12m_minus_1,2025-10-30
2010-05-12 16:00:00,FEZ,0.3960570418200974,12m_minus_1,2025-10-30
2010-05-12 16:00:00,SPY,0.4069648313214435,12m_minus_1,2025-10-30
2010-05-13 16:00:00,EWJ,0.29190856821501504,12m_minus_1,2025-10-30
2010-05-13 16:00:00,FEZ,0.3960570418200974,12m_minus_1,2025-10-30
2010-05-13 16:00:00,SPY,0.4069648313214435,12m_minus_1,2025-10-30
2010-05-14 16:00:00,EWJ,0.29190856821501504,12m_minus_1,2025-10-30
2010-05-14 16:00:00,FEZ,0.3960570418200974,12m_minus_1,2025-10-30
2010-05-14 16:00:00,SPY,0.4069648313214435,12m_minus_1,2025-10-30
2010-05-17 16:00:00,EWJ,0.29190856821501504,12m_minus_1,2025-10-30
2010-05-17 16:00:00,FEZ,0.3960570418200974,12m_minus_1,2025-10-30
2010-05-17 16:00:00,SPY,0.4069648313214435,12m_minus_1,2025-10-30
2010-05-18 16:00:00,EWJ,0.29190856821501504,12m_minus_1,2025-10-30
2010-05-18 16:00:00,FEZ,0.3960570418200974,12m_minus_1,2025-10-30
2010-05-18 16:00:00,SPY,0.4069648313214435,12m_minus_1,2025-10-30
2010-05-19 16:00:00,EWJ,0.29190856821501504,12m_minus_1,2025-10-30
2010-05-19 16:00:00,FEZ,0.3960570418200974,12m_minus_1,2025-10-30
2010-05-19 16:00:00,SPY,0.4069648313214435,12m_minus_1,2025-10-30
2010-05-20 16:00:00,EWJ,0.29190856821501504,12m_minus_1,2025-10-30
2010-05-20 16:00:00,FEZ,0.3960570418200974,12m_minus_1,2025-10-30
2010-05-20 16:00:00,SPY,0.4069648313214435,12m_minus_1,2025-10-30
2010-05-21 16:00:00,EWJ,0.29190856821501504,12m_minus_1,2025-10-30
2010-05-21 16:00:00,FEZ,0.3960570418200974,12m_minus_1,2025-10-30
2010-05-21 16:00:00,SPY,0.4069648313214435,12m_minus_1,2025-10-30
2010-05-24 16:00:00,EWJ,0.29190856821501504,12m_minus_1,2025-10-30
2010-05-24 16:00:00,FEZ,0.3960570418200974,12m_minus_1,2025-10-30
2010-05-24 16:00:00,SPY,0.4069648313214435,12m_minus_1,2025-10-30
2010-05-25 16:00:00,EWJ,0.29190856821501504,12m_minus_1,2025-10-30
2010-05-25 16:00:00,FEZ,0.3960570418200974,12m_minus_1,2025-10-30
2010-05-25 16:00:00,SPY,0.4069648313214435,12m_minus_1,2025-10-30
2010-05-26 16:00:00,EWJ,0.29190856821501504,12m_minus_1,2025-10-30
2010-05-26 16:00:00,FEZ,0.3960570418200974,12m_minus_1,2025-10-30
2010-05-26 16:00:00,SPY,0.4069648313214435,12m_minus_1,2025-10-30
2010-05-27 16:00:00,EWJ,0.29190856821501504,12m_minus_1,2025-10-30
2010-05-27 16:00:00,FEZ,0.3960570418200974,12m_minus_1,2025-10-30
2010-05-27 16:00:00,SPY,0.4069648313214435,12m_minus_1,2025-10-30
2010-05-28 16:00:00,EWJ,0.29190856821501504,12m_minus_1,2025-10-30
2010-05-28 16:00:00,FEZ,0.3960570418200974,12m_minus_1,2025-10-30
2010-05-28 16:00:00,SPY,0.4069648313214435,12m_minus_1,2025-10-30
2010-06-01 16:00:00,EWJ,0.21399363006593822,12m_minus_1,2025-10-30
2010-06-01 16:00:00,FEZ,0.20413887550205387,12m_minus_1,2025-10-30
2010-06-01 16:00:00,SPY,0.32561466120550414,12m_minus_1,2025-10-30
2010-06-02 16:00:00,EWJ,0.21399363006593822,12m_minus_1,2025-10-30
2010-06-02 16:00:00,FEZ,0.20413887550205387,12m_minus_1,2025-10-30
2010-06-02 16:00:00,SPY,0.32561466120550414,12m_minus_1,2025-10-30
2010-06-03 16:00:00,EWJ,0.21399363006593822,12m_minus_1,2025-10-30
2010-06-03 16:00:00,FEZ,0.20413887550205387,12m_minus_1,2025-10-30
2010-06-03 16:00:00,SPY,0.32561466120550414,12m_minus_1,2025-10-30
2010-06-04 16:00:00,EWJ,0.21399363006593822,12m_minus_1,2025-10-30
2010-06-04 16:00:00,FEZ,0.20413887550205387,12m_minus_1,2025-10-30
2010-06-04 16:00:00,SPY,0.32561466120550414,12m_minus_1,2025-10-30
2010-06-07 16:00:00,EWJ,0.21399363006593822,12m_minus_1,2025-10-30
2010-06-07 16:00:00,FEZ,0.20413887550205387,12m_minus_1,2025-10-30
2010-06-07 16:00:00,SPY,0.32561466120550414,12m_minus_1,2025-10-30
2010-06-08 16:00:00,EWJ,0.21399363006593822,12m_minus_1,2025-10-30
2010-06-08 16:00:00,FEZ,0.20413887550205387,12m_minus_1,2025-10-30
2010-06-08 16:00:00,SPY,0.32561466120550414,12m_minus_1,2025-10-30
2010-06-09 16:00:00,EWJ,0.21399363006593822,12m_minus_1,2025-10-30
2010-06-09 16:00:00,FEZ,0.20413887550205387,12m_minus_1,2025-10-30
2010-06-09 16:00:00,SPY,0.32561466120550414,12m_minus_1,2025-10-30
2010-06-10 16:00:00,EWJ,0.21399363006593822,12m_minus_1,2025-10-30
2010-06-10 16:00:00,FEZ,0.20413887550205387,12m_minus_1,2025-10-30
2010-06-10 16:00:00,SPY,0.32561466120550414,12m_minus_1,2025-10-30
2010-06-11 16:00:00,EWJ,0.21399363006593822,12m_minus_1,2025-10-30
2010-06-11 16:00:00,FEZ,0.20413887550205387,12m_minus_1,2025-10-30
2010-06-11 16:00:00,SPY,0.32561466120550414,12m_minus_1,2025-10-30
2010-06-14 16:00:00,EWJ,0.21399363006593822,12m_minus_1,2025-10-30
2010-06-14 16:00:00,FEZ,0.20413887550205387,12m_minus_1,2025-10-30
2010-06-14 16:00:00,SPY,0.32561466120550414,12m_minus_1,2025-10-30
2010-06-15 16:00:00,EWJ,0.21399363006593822,12m_minus_1,2025-10-30
2010-06-15 16:00:00,FEZ,0.20413887550205387,12m_minus_1,2025-10-30
2010-06-15 16:00:00,SPY,0.32561466120550414,12m_minus_1,2025-10-30
2010-06-16 16:00:00,EWJ,0.21399363006593822,12m_minus_1,2025-10-30
2010-06-16 16:00:00,FEZ,0.20413887550205387,12m_minus_1,2025-10-30
2010-06-16 16:00:00,SPY,0.32561466120550414,12m_minus_1,2025-10-30
2010-06-17 16:00:00,EWJ,0.21399363006593822,12m_minus_1,2025-10-30
2010-06-17 16:00:00,FEZ,0.20413887550205387,12m_minus_1,2025-10-30
2010-06-17 16:00:00,SPY,0.32561466120550414,12m_minus_1,2025-10-30
2010-06-18 16:00:00,EWJ,0.21399363006593822,12m_minus_1,2025-10-30
2010-06-18 16:00:00,FEZ,0.20413887550205387,12m_minus_1,2025-10-30
2010-06-18 16:00:00,SPY,0.32561466120550414,12m_minus_1,2025-10-30
2010-06-21 16:00:00,EWJ,0.21399363006593822,12m_minus_1,2025-10-30
2010-06-21 16:00:00,FEZ,0.20413887550205387,12m_minus_1,2025-10-30
2010-06-21 16:00:00,SPY,0.32561466120550414,12m_minus_1,2025-10-30
2010-06-22 16:00:00,EWJ,0.21399363006593822,12m_minus_1,2025-10-30
2010-06-22 16:00:00,FEZ,0.20413887550205387,12m_minus_1,2025-10-30
2010-06-22 16:00:00,SPY,0.32561466120550414,12m_minus_1,2025-10-30
2010-06-23 16:00:00,EWJ,0.21399363006593822,12m_minus_1,2025-10-30
2010-06-23 16:00:00,FEZ,0.20413887550205387,12m_minus_1,2025-10-30
2010-06-23 16:00:00,SPY,0.32561466120550414,12m_minus_1,2025-10-30
2010-06-24 16:00:00,EWJ,0.21399363006593822,12m_minus_1,2025-10-30
2010-06-24 16:00:00,FEZ,0.20413887550205387,12m_minus_1,2025-10-30
2010-06-24 16:00:00,SPY,0.32561466120550414,12m_minus_1,2025-10-30
2010-06-25 16:00:00,EWJ,0.21399363006593822,12m_minus_1,2025-10-30
2010-06-25 16:00:00,FEZ,0.20413887550205387,12m_minus_1,2025-10-30
2010-06-25 16:00:00,SPY,0.32561466120550414,12m_minus_1,2025-10-30
2010-06-28 16:00:00,EWJ,0.21399363006593822,12m_minus_1,2025-10-30
2010-06-28 16:00:00,FEZ,0.20413887550205387,12m_minus_1,2025-10-30
2010-06-28 16:00:00,SPY,0.32561466120550414,12m_minus_1,2025-10-30
2010-06-29 16:00:00,EWJ,0.21399363006593822,12m_minus_1,2025-10-30
2010-06-29 16:00:00,FEZ,0.20413887550205387,12m_minus_1,2025-10-30
2010-06-29 16:00:00,SPY,0.32561466120550414,12m_minus_1,2025-10-30
2010-06-30 16:00:00,EWJ,0.21399363006593822,12m_minus_1,2025-10-30
2010-06-30 16:00:00,FEZ,0.20413887550205387,12m_minus_1,2025-10-30
2010-06-30 16:00:00,SPY,0.32561466120550414,12m_minus_1,2025-10-30
2010-07-01 16:00:00,EWJ,0.02922254784705311,12m_minus_1,2025-10-30
2010-07-01 16:00:00,FEZ,-0.054289015814120906,12m_minus_1,2025-10-30
2010-07-01 16:00:00,SPY,0.1890196459731419,12m_minus_1,2025-10-30
2010-07-02 16:00:00,EWJ,0.02922254784705311,12m_minus_1,2025-10-30
2010-07-02 16:00:00,FEZ,-0.054289015814120906,12m_minus_1,2025-10-30
2010-07-02 16:00:00,SPY,0.1890196459731419,12m_minus_1,2025-10-30
2010-07-06 16:00:00,EWJ,0.02922254784705311,12m_minus_1,2025-10-30
2010-07-06 16:00:00,FEZ,-0.054289015814120906,12m_minus_1,2025-10-30
2010-07-06 16:00:00,SPY,0.1890196459731419,12m_minus_1,2025-10-30
2010-07-07 16:00:00,EWJ,0.02922254784705311,12m_minus_1,2025-10-30
2010-07-07 16:00:00,FEZ,-0.054289015814120906,12m_minus_1,2025-10-30
2010-07-07 16:00:00,SPY,0.1890196459731419,12m_minus_1,2025-10-30
2010-07-08 16:00:00,EWJ,0.02922254784705311,12m_minus_1,2025-10-30
2010-07-08 16:00:00,FEZ,-0.054289015814120906,12m_minus_1,2025-10-30
2010-07-08 16:00:00,SPY,0.1890196459731419,12m_minus_1,2025-10-30
2010-07-09 16:00:00,EWJ,0.02922254784705311,12m_minus_1,2025-10-30
2010-07-09 16:00:00,FEZ,-0.054289015814120906,12m_minus_1,2025-10-30
2010-07-09 16:00:00,SPY,0.1890196459731419,12m_minus_1,2025-10-30
2010-07-12 16:00:00,EWJ,0.02922254784705311,12m_minus_1,2025-10-30
2010-07-12 16:00:00,FEZ,-0.054289015814120906,12m_minus_1,2025-10-30
2010-07-12 16:00:00,SPY,0.1890196459731419,12m_minus_1,2025-10-30
2010-07-13 16:00:00,EWJ,0.02922254784705311,12m_minus_1,2025-10-30
2010-07-13 16:00:00,FEZ,-0.054289015814120906,12m_minus_1,2025-10-30
2010-07-13 16:00:00,SPY,0.1890196459731419,12m_minus_1,2025-10-30
2010-07-14 16:00:00,EWJ,0.02922254784705311,12m_minus_1,2025-10-30
2010-07-14 16:00:00,FEZ,-0.054289015814120906,12m_minus_1,2025-10-30
2010-07-14 16:00:00,SPY,0.1890196459731419,12m_minus_1,2025-10-30
2010-07-15 16:00:00,EWJ,0.02922254784705311,12m_minus_1,2025-10-30
2010-07-15 16:00:00,FEZ,-0.054289015814120906,12m_minus_1,2025-10-30
2010-07-15 16:00:00,SPY,0.1890196459731419,12m_minus_1,2025-10-30
2010-07-16 16:00:00,EWJ,0.02922254784705311,12m_minus_1,2025-10-30
2010-07-16 16:00:00,FEZ,-0.054289015814120906,12m_minus_1,2025-10-30
2010-07-16 16:00:00,SPY,0.1890196459731419,12m_minus_1,2025-10-30
2010-07-19 16:00:00,EWJ,0.02922254784705311,12m_minus_1,2025-10-30
2010-07-19 16:00:00,FEZ,-0.054289015814120906,12m_minus_1,2025-10-30
2010-07-19 16:00:00,SPY,0.1890196459731419,12m_minus_1,2025-10-30
2010-07-20 16:00:00,EWJ,0.02922254784705311,12m_minus_1,2025-10-30
2010-07-20 16:00:00,FEZ,-0.054289015814120906,12m_minus_1,2025-10-30
2010-07-20 16:00:00,SPY,0.1890196459731419,12m_minus_1,2025-10-30
2010-07-21 16:00:00,EWJ,0.02922254784705311,12m_minus_1,2025-10-30
2010-07-21 16:00:00,FEZ,-0.054289015814120906,12m_minus_1,2025-10-30
2010-07-21 16:00:00,SPY,0.1890196459731419,12m_minus_1,2025-10-30
2010-07-22 16:00:00,EWJ,0.02922254784705311,12m_minus_1,2025-10-30
2010-07-22 16:00:00,FEZ,-0.054289015814120906,12m_minus_1,2025-10-30
2010-07-22 16:00:00,SPY,0.1890196459731419,12m_minus_1,2025-10-30
2010-07-23 16:00:00,EWJ,0.02922254784705311,12m_minus_1,2025-10-30
2010-07-23 16:00:00,FEZ,-0.054289015814120906,12m_minus_1,2025-10-30
2010-07-23 16:00:00,SPY,0.1890196459731419,12m_minus_1,2025-10-30
2010-07-26 16:00:00,EWJ,0.02922254784705311,12m_minus_1,2025-10-30
2010-07-26 16:00:00,FEZ,-0.054289015814120906,12m_minus_1,2025-10-30
2010-07-26 16:00:00,SPY,0.1890196459731419,12m_minus_1,2025-10-30
2010-07-27 16:00:00,EWJ,0.02922254784705311,12m_minus_1,2025-10-30
2010-07-27 16:00:00,FEZ,-0.054289015814120906,12m_minus_1,2025-10-30
2010-07-27 16:00:00,SPY,0.1890196459731419,12m_minus_1,2025-10-30
2010-07-28 16:00:00,EWJ,0.02922254784705311,12m_minus_1,2025-10-30
2010-07-28 16:00:00,FEZ,-0.054289015814120906,12m_minus_1,2025-10-30
2010-07-28 16:00:00,SPY,0.1890196459731419,12m_minus_1,2025-10-30
2010-07-29 16:00:00,EWJ,0.02922254784705311,12m_minus_1,2025-10-30
2010-07-29 16:00:00,FEZ,-0.054289015814120906,12m_minus_1,2025-10-30
2010-07-29 16:00:00,SPY,0.1890196459731419,12m_minus_1,2025-10-30
2010-07-30 16:00:00,EWJ,0.02922254784705311,12m_minus_1,2025-10-30
2010-07-30 16:00:00,FEZ,-0.054289015814120906,12m_minus_1,2025-10-30
2010-07-30 16:00:00,SPY,0.1890196459731419,12m_minus_1,2025-10-30
2010-08-02 16:00:00,EWJ,-0.008549814952152412,12m_minus_1,2025-10-30
2010-08-02 16:00:00,FEZ,-0.0509391245741581,12m_minus_1,2025-10-30
2010-08-02 16:00:00,SPY,0.1349273310201373,12m_minus_1,2025-10-30
2010-08-03 16:00:00,EWJ,-0.008549814952152412,12m_minus_1,2025-10-30
2010-08-03 16:00:00,FEZ,-0.0509391245741581,12m_minus_1,2025-10-30
2010-08-03 16:00:00,SPY,0.1349273310201373,12m_minus_1,2025-10-30
2010-08-04 16:00:00,EWJ,-0.008549814952152412,12m_minus_1,2025-10-30
2010-08-04 16:00:00,FEZ,-0.0509391245741581,12m_minus_1,2025-10-30
2010-08-04 16:00:00,SPY,0.1349273310201373,12m_minus_1,2025-10-30
2010-08-05 16:00:00,EWJ,-0.008549814952152412,12m_minus_1,2025-10-30
2010-08-05 16:00:00,FEZ,-0.0509391245741581,12m_minus_1,2025-10-30
2010-08-05 16:00:00,SPY,0.1349273310201373,12m_minus_1,2025-10-30
2010-08-06 16:00:00,EWJ,-0.008549814952152412,12m_minus_1,2025-10-30
2010-08-06 16:00:00,FEZ,-0.0509391245741581,12m_minus_1,2025-10-30
2010-08-06 16:00:00,SPY,0.1349273310201373,12m_minus_1,2025-10-30
2010-08-09 16:00:00,EWJ,-0.008549814952152412,12m_minus_1,2025-10-30
2010-08-09 16:00:00,FEZ,-0.0509391245741581,12m_minus_1,2025-10-30
2010-08-09 16:00:00,SPY,0.1349273310201373,12m_minus_1,2025-10-30
2010-08-10 16:00:00,EWJ,-0.008549814952152412,12m_minus_1,2025-10-30
2010-08-10 16:00:00,FEZ,-0.0509391245741581,12m_minus_1,2025-10-30
2010-08-10 16:00:00,SPY,0.1349273310201373,12m_minus_1,2025-10-30
2010-08-11 16:00:00,EWJ,-0.008549814952152412,12m_minus_1,2025-10-30
2010-08-11 16:00:00,FEZ,-0.0509391245741581,12m_minus_1,2025-10-30
2010-08-11 16:00:00,SPY,0.1349273310201373,12m_minus_1,2025-10-30
2010-08-12 16:00:00,EWJ,-0.008549814952152412,12m_minus_1,2025-10-30
2010-08-12 16:00:00,FEZ,-0.0509391245741581,12m_minus_1,2025-10-30
2010-08-12 16:00:00,SPY,0.1349273310201373,12m_minus_1,2025-10-30
2010-08-13 16:00:00,EWJ,-0.008549814952152412,12m_minus_1,2025-10-30
2010-08-13 16:00:00,FEZ,-0.0509391245741581,12m_minus_1,2025-10-30
2010-08-13 16:00:00,SPY,0.1349273310201373,12m_minus_1,2025-10-30
2010-08-16 16:00:00,EWJ,-0.008549814952152412,12m_minus_1,2025-10-30
2010-08-16 16:00:00,FEZ,-0.0509391245741581,12m_minus_1,2025-10-30
2010-08-16 16:00:00,SPY,0.1349273310201373,12m_minus_1,2025-10-30
2010-08-17 16:00:00,EWJ,-0.008549814952152412,12m_minus_1,2025-10-30
2010-08-17 16:00:00,FEZ,-0.0509391245741581,12m_minus_1,2025-10-30
2010-08-17 16:00:00,SPY,0.1349273310201373,12m_minus_1,2025-10-30
2010-08-18 16:00:00,EWJ,-0.008549814952152412,12m_minus_1,2025-10-30
2010-08-18 16:00:00,FEZ,-0.0509391245741581,12m_minus_1,2025-10-30
2010-08-18 16:00:00,SPY,0.1349273310201373,12m_minus_1,2025-10-30
2010-08-19 16:00:00,EWJ,-0.008549814952152412,12m_minus_1,2025-10-30
2010-08-19 16:00:00,FEZ,-0.0509391245741581,12m_minus_1,2025-10-30
2010-08-19 16:00:00,SPY,0.1349273310201373,12m_minus_1,2025-10-30
2010-08-20 16:00:00,EWJ,-0.008549814952152412,12m_minus_1,2025-10-30
2010-08-20 16:00:00,FEZ,-0.0509391245741581,12m_minus_1,2025-10-30
2010-08-20 16:00:00,SPY,0.1349273310201373,12m_minus_1,2025-10-30
2010-08-23 16:00:00,EWJ,-0.008549814952152412,12m_minus_1,2025-10-30
2010-08-23 16:00:00,FEZ,-0.0509391245741581,12m_minus_1,2025-10-30
2010-08-23 16:00:00,SPY,0.1349273310201373,12m_minus_1,2025-10-30
2010-08-24 16:00:00,EWJ,-0.008549814952152412,12m_minus_1,2025-10-30
2010-08-24 16:00:00,FEZ,-0.0509391245741581,12m_minus_1,2025-10-30
2010-08-24 16:00:00,SPY,0.1349273310201373,12m_minus_1,2025-10-30
2010-08-25 16:00:00,EWJ,-0.008549814952152412,12m_minus_1,2025-10-30
2010-08-25 16:00:00,FEZ,-0.0509391245741581,12m_minus_1,2025-10-30
2010-08-25 16:00:00,SPY,0.1349273310201373,12m_minus_1,2025-10-30
2010-08-26 16:00:00,EWJ,-0.008549814952152412,12m_minus_1,2025-10-30
2010-08-26 16:00:00,FEZ,-0.0509391245741581,12m_minus_1,2025-10-30
2010-08-26 16:00:00,SPY,0.1349273310201373,12m_minus_1,2025-10-30
2010-08-27 16:00:00,EWJ,-0.008549814952152412,12m_minus_1,2025-10-30
2010-08-27 16:00:00,FEZ,-0.0509391245741581,12m_minus_1,2025-10-30
2010-08-27 16:00:00,SPY,0.1349273310201373,12m_minus_1,2025-10-30
2010-08-30 16:00:00,EWJ,-0.008549814952152412,12m_minus_1,2025-10-30
2010-08-30 16:00:00,FEZ,-0.0509391245741581,12m_minus_1,2025-10-30
2010-08-30 16:00:00,SPY,0.1349273310201373,12m_minus_1,2025-10-30
2010-08-31 16:00:00,EWJ,-0.008549814952152412,12m_minus_1,2025-10-30
2010-08-31 16:00:00,FEZ,-0.0509391245741581,12m_minus_1,2025-10-30
2010-08-31 16:00:00,SPY,0.1349273310201373,12m_minus_1,2025-10-30
2010-09-01 16:00:00,EWJ,-0.008473829997136861,12m_minus_1,2025-10-30
2010-09-01 16:00:00,FEZ,-0.019856765195612497,12m_minus_1,2025-10-30
2010-09-01 16:00:00,SPY,0.12871642140377215,12m_minus_1,2025-10-30
2010-09-02 16:00:00,EWJ,-0.008473829997136861,12m_minus_1,2025-10-30
2010-09-02 16:00:00,FEZ,-0.019856765195612497,12m_minus_1,2025-10-30
2010-09-02 16:00:00,SPY,0.12871642140377215,12m_minus_1,2025-10-30
2010-09-03 16:00:00,EWJ,-0.008473829997136861,12m_minus_1,2025-10-30
2010-09-03 16:00:00,FEZ,-0.019856765195612497,12m_minus_1,2025-10-30
2010-09-03 16:00:00,SPY,0.12871642140377215,12m_minus_1,2025-10-30
2010-09-07 16:00:00,EWJ,-0.008473829997136861,12m_minus_1,2025-10-30
2010-09-07 16:00:00,FEZ,-0.019856765195612497,12m_minus_1,2025-10-30
2010-09-07 16:00:00,SPY,0.12871642140377215,12m_minus_1,2025-10-30
2010-09-08 16:00:00,EWJ,-0.008473829997136861,12m_minus_1,2025-10-30
2010-09-08 16:00:00,FEZ,-0.019856765195612497,12m_minus_1,2025-10-30
2010-09-08 16:00:00,SPY,0.12871642140377215,12m_minus_1,2025-10-30
2010-09-09 16:00:00,EWJ,-0.008473829997136861,12m_minus_1,2025-10-30
2010-09-09 16:00:00,FEZ,-0.019856765195612497,12m_minus_1,2025-10-30
2010-09-09 16:00:00,SPY,0.12871642140377215,12m_minus_1,2025-10-30
2010-09-10 16:00:00,EWJ,-0.008473829997136861,12m_minus_1,2025-10-30
2010-09-10 16:00:00,FEZ,-0.019856765195612497,12m_minus_1,2025-10-30
2010-09-10 16:00:00,SPY,0.12871642140377215,12m_minus_1,2025-10-30
2010-09-13 16:00:00,EWJ,-0.008473829997136861,12m_minus_1,2025-10-30
2010-09-13 16:00:00,FEZ,-0.019856765195612497,12m_minus_1,2025-10-30
2010-09-13 16:00:00,SPY,0.12871642140377215,12m_minus_1,2025-10-30
2010-09-14 16:00:00,EWJ,-0.008473829997136861,12m_minus_1,2025-10-30
2010-09-14 16:00:00,FEZ,-0.019856765195612497,12m_minus_1,2025-10-30
2010-09-14 16:00:00,SPY,0.12871642140377215,12m_minus_1,2025-10-30
2010-09-15 16:00:00,EWJ,-0.008473829997136861,12m_minus_1,2025-10-30
2010-09-15 16:00:00,FEZ,-0.019856765195612497,12m_minus_1,2025-10-30
2010-09-15 16:00:00,SPY,0.12871642140377215,12m_minus_1,2025-10-30
2010-09-16 16:00:00,EWJ,-0.008473829997136861,12m_minus_1,2025-10-30
2010-09-16 16:00:00,FEZ,-0.019856765195612497,12m_minus_1,2025-10-30
2010-09-16 16:00:00,SPY,0.12871642140377215,12m_minus_1,2025-10-30
2010-09-17 16:00:00,EWJ,-0.008473829997136861,12m_minus_1,2025-10-30
2010-09-17 16:00:00,FEZ,-0.019856765195612497,12m_minus_1,2025-10-30
2010-09-17 16:00:00,SPY,0.12871642140377215,12m_minus_1,2025-10-30
2010-09-20 16:00:00,EWJ,-0.008473829997136861,12m_minus_1,2025-10-30
2010-09-20 16:00:00,FEZ,-0.019856765195612497,12m_minus_1,2025-10-30
2010-09-20 16:00:00,SPY,0.12871642140377215,12m_minus_1,2025-10-30
2010-09-21 16:00:00,EWJ,-0.008473829997136861,12m_minus_1,2025-10-30
2010-09-21 16:00:00,FEZ,-0.019856765195612497,12m_minus_1,2025-10-30
2010-09-21 16:00:00,SPY,0.12871642140377215,12m_minus_1,2025-10-30
2010-09-22 16:00:00,EWJ,-0.008473829997136861,12m_minus_1,2025-10-30
2010-09-22 16:00:00,FEZ,-0.019856765195612497,12m_minus_1,2025-10-30
2010-09-22 16:00:00,SPY,0.12871642140377215,12m_minus_1,2025-10-30
2010-09-23 16:00:00,EWJ,-0.008473829997136861,12m_minus_1,2025-10-30
2010-09-23 16:00:00,FEZ,-0.019856765195612497,12m_minus_1,2025-10-30
2010-09-23 16:00:00,SPY,0.12871642140377215,12m_minus_1,2025-10-30
2010-09-24 16:00:00,EWJ,-0.008473829997136861,12m_minus_1,2025-10-30
2010-09-24 16:00:00,FEZ,-0.019856765195612497,12m_minus_1,2025-10-30
2010-09-24 16:00:00,SPY,0.12871642140377215,12m_minus_1,2025-10-30
2010-09-27 16:00:00,EWJ,-0.008473829997136861,12m_minus_1,2025-10-30
2010-09-27 16:00:00,FEZ,-0.019856765195612497,12m_minus_1,2025-10-30
2010-09-27 16:00:00,SPY,0.12871642140377215,12m_minus_1,2025-10-30
2010-09-28 16:00:00,EWJ,-0.008473829997136861,12m_minus_1,2025-10-30
2010-09-28 16:00:00,FEZ,-0.019856765195612497,12m_minus_1,2025-10-30
2010-09-28 16:00:00,SPY,0.12871642140377215,12m_minus_1,2025-10-30
2010-09-29 16:00:00,EWJ,-0.008473829997136861,12m_minus_1,2025-10-30
2010-09-29 16:00:00,FEZ,-0.019856765195612497,12m_minus_1,2025-10-30
2010-09-29 16:00:00,SPY,0.12871642140377215,12m_minus_1,2025-10-30
2010-09-30 16:00:00,EWJ,-0.008473829997136861,12m_minus_1,2025-10-30
2010-09-30 16:00:00,FEZ,-0.019856765195612497,12m_minus_1,2025-10-30
2010-09-30 16:00:00,SPY,0.12871642140377215,12m_minus_1,2025-10-30
2010-10-01 16:00:00,EWJ,-0.06962402411920593,12m_minus_1,2025-10-30
2010-10-01 16:00:00,FEZ,-0.15292677919181968,12m_minus_1,2025-10-30
2010-10-01 16:00:00,SPY,0.0470593996101897,12m_minus_1,2025-10-30
2010-10-04 16:00:00,EWJ,-0.06962402411920593,12m_minus_1,2025-10-30
2010-10-04 16:00:00,FEZ,-0.15292677919181968,12m_minus_1,2025-10-30
2010-10-04 16:00:00,SPY,0.0470593996101897,12m_minus_1,2025-10-30
2010-10-05 16:00:00,EWJ,-0.06962402411920593,12m_minus_1,2025-10-30
2010-10-05 16:00:00,FEZ,-0.15292677919181968,12m_minus_1,2025-10-30
2010-10-05 16:00:00,SPY,0.0470593996101897,12m_minus_1,2025-10-30
2010-10-06 16:00:00,EWJ,-0.06962402411920593,12m_minus_1,2025-10-30
2010-10-06 16:00:00,FEZ,-0.15292677919181968,12m_minus_1,2025-10-30
2010-10-06 16:00:00,SPY,0.0470593996101897,12m_minus_1,2025-10-30
2010-10-07 16:00:00,EWJ,-0.06962402411920593,12m_minus_1,2025-10-30
2010-10-07 16:00:00,FEZ,-0.15292677919181968,12m_minus_1,2025-10-30
